"actor_name","title","length","film_groups"
"Minnie Kilmer","Jeepers Wedding",84,"GR1"
"Minnie Kilmer","Jet Neighbors",59,"less 60 min"
"Minnie Kilmer","Lovely Jingle",65,"GR1"
"Minnie Kilmer","North Tequila",67,"GR1"
"Minnie Kilmer","Rings Heartbreakers",58,"less 60 min"
"Minnie Kilmer","Saddle Antitrust",80,"GR1"
"Minnie Kilmer","Savannah Town",84,"GR1"
"Minnie Kilmer","Soldiers Evolution",185,"BGr3"
"Minnie Kilmer","Stock Glass",160,"Gr2"
"Minnie Kilmer","Tycoon Gathering",82,"GR1"
"Minnie Kilmer","Velvet Terminator",173,"Gr2"
"Minnie Kilmer","Worker Tarzan",139,"Gr2"
"Meryl Gibson","Anonymous Human",179,"Gr2"
"Meryl Gibson","Caddyshack Jedi",52,"less 60 min"
"Meryl Gibson","Chicago North",185,"BGr3"
"Meryl Gibson","Clones Pinocchio",124,"Gr2"
"Meryl Gibson","Comforts Rush",76,"GR1"
"Meryl Gibson","Command Darling",120,NULL
"Meryl Gibson","Crossroads Casualties",153,"Gr2"
"Meryl Gibson","Dares Pluto",89,"GR1"
"Meryl Gibson","Egg Igby",67,"GR1"
"Meryl Gibson","Element Freddy",115,"GR1"
"Meryl Gibson","Encounters Curtain",92,"GR1"
"Meryl Gibson","Factory Dragon",144,"Gr2"
"Meryl Gibson","Fight Jawbreaker",91,"GR1"
"Meryl Gibson","Hanging Deep",62,"GR1"
"Meryl Gibson","Happiness United",100,"GR1"
"Meryl Gibson","Holiday Games",78,"GR1"
"Meryl Gibson","Hunger Roof",105,"GR1"
"Meryl Gibson","Intrigue Worst",181,"BGr3"
"Meryl Gibson","Jade Bunch",174,"Gr2"
"Meryl Gibson","Juggler Hardly",54,"less 60 min"
"Meryl Gibson","Model Fish",175,"Gr2"
"Meryl Gibson","Mourning Purple",146,"Gr2"
"Meryl Gibson","Pinocchio Simon",103,"GR1"
"Meryl Gibson","Princess Giant",71,"GR1"
"Meryl Gibson","Sky Miracle",132,"Gr2"
"Meryl Gibson","State Wasteland",113,"GR1"
"Meryl Gibson","Wake Jaws",73,"GR1"
"Meryl Gibson","Worker Tarzan",139,"Gr2"
"Ian Tandy","Amelie Hellfighters",79,"GR1"
"Ian Tandy","Berets Agent",77,"GR1"
"Ian Tandy","Catch Amistad",183,"BGr3"
"Ian Tandy","Citizen Shrek",165,"Gr2"
"Ian Tandy","Deer Virginian",106,"GR1"
"Ian Tandy","Dracula Crystal",176,"Gr2"
"Ian Tandy","Fantasy Troopers",58,"less 60 min"
"Ian Tandy","Fiddler Lost",75,"GR1"
"Ian Tandy","Gladiator Westward",173,"Gr2"
"Ian Tandy","Gleaming Jawbreaker",89,"GR1"
"Ian Tandy","Groove Fiction",111,"GR1"
"Ian Tandy","Gun Bonnie",100,"GR1"
"Ian Tandy","Hawk Chill",47,"less 60 min"
"Ian Tandy","Homeward Cider",103,"GR1"
"Ian Tandy","Informer Double",74,"GR1"
"Ian Tandy","Leathernecks Dwarfs",153,"Gr2"
"Ian Tandy","Mixed Doors",180,NULL
"Ian Tandy","Money Harold",135,"Gr2"
"Ian Tandy","Notting Speakeasy",48,"less 60 min"
"Ian Tandy","Polish Brooklyn",61,"GR1"
"Ian Tandy","Sagebrush Clueless",106,"GR1"
"Ian Tandy","Scarface Bang",102,"GR1"
"Ian Tandy","Shawshank Bubble",80,"GR1"
"Ian Tandy","Storm Happiness",57,"less 60 min"
"Ian Tandy","Texas Watch",179,"Gr2"
"Ian Tandy","Tights Dawn",172,"Gr2"
"Ian Tandy","Videotape Arsenic",145,"Gr2"
"Ian Tandy","Wedding Apollo",70,"GR1"
"Ian Tandy","Words Hunter",116,"GR1"
"Ian Tandy","Youth Kick",179,"Gr2"
"Ian Tandy","Zorro Ark",50,"less 60 min"
"Fay Wood","Bang Kwai",87,"GR1"
"Fay Wood","Cleopatra Devil",150,"Gr2"
"Fay Wood","Crystal Breaking",184,"BGr3"
"Fay Wood","Dorado Notting",139,"Gr2"
"Fay Wood","Dumbo Lust",119,"GR1"
"Fay Wood","Durham Panky",154,"Gr2"
"Fay Wood","English Bulworth",51,"less 60 min"
"Fay Wood","Extraordinary Conquerer",122,"Gr2"
"Fay Wood","Family Sweet",155,"Gr2"
"Fay Wood","Gangs Pride",185,"BGr3"
"Fay Wood","Greedy Roots",166,"Gr2"
"Fay Wood","Idaho Love",172,"Gr2"
"Fay Wood","Insider Arizona",78,"GR1"
"Fay Wood","Intrigue Worst",181,"BGr3"
"Fay Wood","Kwai Homeward",46,"less 60 min"
"Fay Wood","Liaisons Sweet",140,"Gr2"
"Fay Wood","Monterey Labyrinth",158,"Gr2"
"Fay Wood","Outbreak Divine",169,"Gr2"
"Fay Wood","Purple Movie",88,"GR1"
"Fay Wood","Rushmore Mermaid",150,"Gr2"
"Fay Wood","Seattle Expecations",110,"GR1"
"Fay Wood","Steers Armageddon",140,"Gr2"
"Greta Malden","Aladdin Calendar",63,"GR1"
"Greta Malden","Analyze Hoosiers",181,"BGr3"
"Greta Malden","Arabia Dogma",62,"GR1"
"Greta Malden","Carrie Bunch",114,"GR1"
"Greta Malden","Closer Bang",58,"less 60 min"
"Greta Malden","Conversation Downhill",112,"GR1"
"Greta Malden","Darko Dorado",130,"Gr2"
"Greta Malden","Dazed Punk",120,NULL
"Greta Malden","Evolution Alter",174,"Gr2"
"Greta Malden","Fantasy Troopers",58,"less 60 min"
"Greta Malden","Flash Wars",123,"Gr2"
"Greta Malden","Flying Hook",69,"GR1"
"Greta Malden","Gentlemen Stage",125,"Gr2"
"Greta Malden","Hardly Robbers",72,"GR1"
"Greta Malden","Haunting Pianist",181,"BGr3"
"Greta Malden","Hoosiers Birdcage",176,"Gr2"
"Greta Malden","Kick Savannah",179,"Gr2"
"Greta Malden","Love Suicides",181,"BGr3"
"Greta Malden","Microcosmos Paradise",105,"GR1"
"Greta Malden","Midnight Westward",86,"GR1"
"Greta Malden","Mulan Moon",160,"Gr2"
"Greta Malden","National Story",92,"GR1"
"Greta Malden","Order Betrayed",120,NULL
"Greta Malden","Past Suicides",157,"Gr2"
"Greta Malden","Pride Alamo",114,"GR1"
"Greta Malden","Rainbow Shock",74,"GR1"
"Greta Malden","Sky Miracle",132,"Gr2"
"Greta Malden","Spy Mile",112,"GR1"
"Greta Malden","Tadpole Park",155,"Gr2"
"Greta Malden","Troopers Metal",115,"GR1"
"Greta Malden","Weekend Personal",134,"Gr2"
"Greta Malden","Wife Turn",183,"BGr3"
"Vivien Basinger","Apocalypse Flamingos",119,"GR1"
"Vivien Basinger","Baby Hall",153,"Gr2"
"Vivien Basinger","Beethoven Exorcist",151,"Gr2"
"Vivien Basinger","Beneath Rush",53,"less 60 min"
"Vivien Basinger","Bubble Grosse",60,NULL
"Vivien Basinger","Carol Texas",151,"Gr2"
"Vivien Basinger","Connecticut Tramp",172,"Gr2"
"Vivien Basinger","Connection Microcosmos",115,"GR1"
"Vivien Basinger","Crazy Home",136,"Gr2"
"Vivien Basinger","Dawn Pond",57,"less 60 min"
"Vivien Basinger","Donnie Alley",125,"Gr2"
"Vivien Basinger","Exorcist Sting",167,"Gr2"
"Vivien Basinger","House Dynamite",109,"GR1"
"Vivien Basinger","Jacket Frisco",181,"BGr3"
"Vivien Basinger","Jericho Mulan",171,"Gr2"
"Vivien Basinger","Loser Hustler",80,"GR1"
"Vivien Basinger","Mallrats United",133,"Gr2"
"Vivien Basinger","Minority Kiss",59,"less 60 min"
"Vivien Basinger","Moulin Wake",79,"GR1"
"Vivien Basinger","National Story",92,"GR1"
"Vivien Basinger","Noon Papi",57,"less 60 min"
"Vivien Basinger","Open African",131,"Gr2"
"Vivien Basinger","Simon North",51,"less 60 min"
"Vivien Basinger","Smoking Barbarella",50,"less 60 min"
"Vivien Basinger","Spartacus Cheaper",52,"less 60 min"
"Vivien Basinger","Spirit Flintstones",149,"Gr2"
"Vivien Basinger","Stampede Disturbing",75,"GR1"
"Vivien Basinger","Suspects Quills",47,"less 60 min"
"Vivien Basinger","Telegraph Voyage",148,"Gr2"
"Vivien Basinger","Telemark Heartbreakers",152,"Gr2"
"Vivien Basinger","Tomatoes Hellfighters",68,"GR1"
"Vivien Basinger","Tootsie Pilot",157,"Gr2"
"Vivien Basinger","Weekend Personal",134,"Gr2"
"Vivien Basinger","Werewolf Lola",79,"GR1"
"Vivien Basinger","World Leathernecks",171,"Gr2"
"Laura Brody","Amelie Hellfighters",79,"GR1"
"Laura Brody","Blood Argonauts",71,"GR1"
"Laura Brody","Cat Coneheads",112,"GR1"
"Laura Brody","Cranes Reservoir",57,"less 60 min"
"Laura Brody","Dancing Fever",144,"Gr2"
"Laura Brody","Dares Pluto",89,"GR1"
"Laura Brody","Desire Alien",76,"GR1"
"Laura Brody","Dozen Lion",177,"Gr2"
"Laura Brody","Fugitive Maguire",83,"GR1"
"Laura Brody","Full Flatliners",94,"GR1"
"Laura Brody","Fury Murder",178,"Gr2"
"Laura Brody","Godfather Diary",73,"GR1"
"Laura Brody","Hobbit Alien",157,"Gr2"
"Laura Brody","Magnolia Forrester",171,"Gr2"
"Laura Brody","Mask Peach",123,"Gr2"
"Laura Brody","Motions Details",166,"Gr2"
"Laura Brody","Pet Haunting",99,"GR1"
"Laura Brody","Pinocchio Simon",103,"GR1"
"Laura Brody","Shanghai Tycoon",47,"less 60 min"
"Laura Brody","Shock Cabin",79,"GR1"
"Laura Brody","Sinners Atlantis",126,"Gr2"
"Laura Brody","Sky Miracle",132,"Gr2"
"Laura Brody","Something Duck",180,NULL
"Laura Brody","Tarzan Videotape",91,"GR1"
"Laura Brody","Translation Summer",168,"Gr2"
"Laura Brody","Wisdom Worker",98,"GR1"
"Chris Depp","Ace Goldfinger",48,"less 60 min"
"Chris Depp","Alone Trip",82,"GR1"
"Chris Depp","Atlantis Cause",170,"Gr2"
"Chris Depp","Doom Dancing",68,"GR1"
"Chris Depp","Eagles Panky",140,"Gr2"
"Chris Depp","Egypt Tenenbaums",85,"GR1"
"Chris Depp","Gone Trouble",84,"GR1"
"Chris Depp","Impossible Prejudice",103,"GR1"
"Chris Depp","Iron Moon",46,"less 60 min"
"Chris Depp","Jerk Paycheck",172,"Gr2"
"Chris Depp","Minds Truman",149,"Gr2"
"Chris Depp","Party Knock",107,"GR1"
"Chris Depp","Sabrina Midnight",99,"GR1"
"Chris Depp","Scalawag Duck",183,"BGr3"
"Chris Depp","School Jacket",151,"Gr2"
"Chris Depp","Side Ark",52,"less 60 min"
"Chris Depp","Speed Suit",124,"Gr2"
"Chris Depp","Tequila Past",53,"less 60 min"
"Chris Depp","Volume House",132,"Gr2"
"Chris Depp","Wake Jaws",73,"GR1"
"Harvey Hope","Atlantis Cause",170,"Gr2"
"Harvey Hope","Beach Heartbreakers",122,"Gr2"
"Harvey Hope","Borrowers Bedazzled",63,"GR1"
"Harvey Hope","Boulevard Mob",63,"GR1"
"Harvey Hope","Caribbean Liberty",92,"GR1"
"Harvey Hope","Crazy Home",136,"Gr2"
"Harvey Hope","Downhill Enough",47,"less 60 min"
"Harvey Hope","Earring Instinct",98,"GR1"
"Harvey Hope","Encino Elf",143,"Gr2"
"Harvey Hope","Frontier Cabin",183,"BGr3"
"Harvey Hope","Gentlemen Stage",125,"Gr2"
"Harvey Hope","Harold French",168,"Gr2"
"Harvey Hope","Hellfighters Sierra",75,"GR1"
"Harvey Hope","Holy Tadpole",88,"GR1"
"Harvey Hope","Iron Moon",46,"less 60 min"
"Harvey Hope","Lock Rear",120,NULL
"Harvey Hope","Model Fish",175,"Gr2"
"Harvey Hope","Oscar Gold",115,"GR1"
"Harvey Hope","Panic Club",102,"GR1"
"Harvey Hope","Panther Reds",109,"GR1"
"Harvey Hope","Pearl Destiny",74,"GR1"
"Harvey Hope","Pizza Jumanji",173,"Gr2"
"Harvey Hope","Random Go",73,"GR1"
"Harvey Hope","Rules Human",153,"Gr2"
"Harvey Hope","Sleuth Orient",87,"GR1"
"Harvey Hope","Speakeasy Date",165,"Gr2"
"Harvey Hope","Story Side",163,"Gr2"
"Harvey Hope","Telemark Heartbreakers",152,"Gr2"
"Harvey Hope","Unbreakable Karate",62,"GR1"
"Harvey Hope","Uncut Suicides",172,"Gr2"
"Harvey Hope","Unforgiven Zoolander",129,"Gr2"
"Harvey Hope","Uprising Uptown",174,"Gr2"
"Oprah Kilmer","Academy Dinosaur",86,"GR1"
"Oprah Kilmer","Affair Prejudice",117,"GR1"
"Oprah Kilmer","Airplane Sierra",62,"GR1"
"Oprah Kilmer","Alter Victory",57,"less 60 min"
"Oprah Kilmer","Anthem Luke",91,"GR1"
"Oprah Kilmer","Apocalypse Flamingos",119,"GR1"
"Oprah Kilmer","Apollo Teen",153,"Gr2"
"Oprah Kilmer","Arsenic Independence",137,"Gr2"
"Oprah Kilmer","Bonnie Holocaust",63,"GR1"
"Oprah Kilmer","Carol Texas",151,"Gr2"
"Oprah Kilmer","Coast Rainbow",55,"less 60 min"
"Oprah Kilmer","Egg Igby",67,"GR1"
"Oprah Kilmer","Elizabeth Shane",152,"Gr2"
"Oprah Kilmer","Heartbreakers Bright",59,"less 60 min"
"Oprah Kilmer","Heaven Freedom",48,"less 60 min"
"Oprah Kilmer","High Encino",84,"GR1"
"Oprah Kilmer","Kiss Glory",163,"Gr2"
"Oprah Kilmer","Midnight Westward",86,"GR1"
"Oprah Kilmer","Mussolini Spoilers",180,NULL
"Oprah Kilmer","Oleander Clue",161,"Gr2"
"Oprah Kilmer","Park Citizen",109,"GR1"
"Oprah Kilmer","Shepherd Midsummer",113,"GR1"
"Oprah Kilmer","Steers Armageddon",140,"Gr2"
"Oprah Kilmer","Treasure Command",102,"GR1"
"Oprah Kilmer","Werewolf Lola",79,"GR1"
"Christopher West","Anything Savannah",82,"GR1"
"Christopher West","Attraction Newton",83,"GR1"
"Christopher West","Color Philadelphia",149,"Gr2"
"Christopher West","Conspiracy Spirit",184,"BGr3"
"Christopher West","Dogma Family",122,"Gr2"
"Christopher West","Ending Crowds",85,"GR1"
"Christopher West","Fantasy Troopers",58,"less 60 min"
"Christopher West","Fargo Gandhi",130,"Gr2"
"Christopher West","Fellowship Autumn",77,"GR1"
"Christopher West","Hamlet Wisdom",146,"Gr2"
"Christopher West","Heartbreakers Bright",59,"less 60 min"
"Christopher West","Horror Reign",139,"Gr2"
"Christopher West","Hustler Party",83,"GR1"
"Christopher West","Life Twisted",137,"Gr2"
"Christopher West","Records Zorro",182,"BGr3"
"Christopher West","Shawshank Bubble",80,"GR1"
"Christopher West","Splendor Patton",134,"Gr2"
"Christopher West","Temple Attraction",71,"GR1"
"Christopher West","Timberland Sky",69,"GR1"
"Christopher West","Vision Torque",59,"less 60 min"
"Christopher West","Young Language",183,"BGr3"
"Humphrey Willis","Alien Center",46,"less 60 min"
"Humphrey Willis","Anaconda Confessions",92,"GR1"
"Humphrey Willis","Chocolate Duck",132,"Gr2"
"Humphrey Willis","Comforts Rush",76,"GR1"
"Humphrey Willis","Dream Pickup",135,"Gr2"
"Humphrey Willis","Flintstones Happiness",148,"Gr2"
"Humphrey Willis","Games Bowfinger",119,"GR1"
"Humphrey Willis","Goldmine Tycoon",153,"Gr2"
"Humphrey Willis","Hoosiers Birdcage",176,"Gr2"
"Humphrey Willis","Idaho Love",172,"Gr2"
"Humphrey Willis","Iron Moon",46,"less 60 min"
"Humphrey Willis","Madness Attacks",178,"Gr2"
"Humphrey Willis","Music Boondock",129,"Gr2"
"Humphrey Willis","Mystic Truman",92,"GR1"
"Humphrey Willis","Personal Ladybugs",118,"GR1"
"Humphrey Willis","Pirates Roxanne",100,"GR1"
"Humphrey Willis","Princess Giant",71,"GR1"
"Humphrey Willis","Sister Freddy",152,"Gr2"
"Humphrey Willis","Sons Interview",184,"BGr3"
"Humphrey Willis","Splash Gump",175,"Gr2"
"Humphrey Willis","Spoilers Hellfighters",151,"Gr2"
"Humphrey Willis","Straight Hours",151,"Gr2"
"Humphrey Willis","Terminator Club",88,"GR1"
"Humphrey Willis","Trap Guys",110,"GR1"
"Humphrey Willis","War Notting",80,"GR1"
"Humphrey Willis","Wonderful Drop",126,"Gr2"
"Al Garland","Bill Others",93,"GR1"
"Al Garland","Breakfast Goldfinger",123,"Gr2"
"Al Garland","Chitty Lock",107,"GR1"
"Al Garland","Dalmations Sweden",106,"GR1"
"Al Garland","Drifter Commandments",61,"GR1"
"Al Garland","Enough Raging",158,"Gr2"
"Al Garland","Glass Dying",103,"GR1"
"Al Garland","Grail Frankenstein",85,"GR1"
"Al Garland","Handicap Boondock",108,"GR1"
"Al Garland","Holiday Games",78,"GR1"
"Al Garland","House Dynamite",109,"GR1"
"Al Garland","Jacket Frisco",181,"BGr3"
"Al Garland","Muppet Mile",50,"less 60 min"
"Al Garland","Oscar Gold",115,"GR1"
"Al Garland","Park Citizen",109,"GR1"
"Al Garland","Potter Connecticut",115,"GR1"
"Al Garland","Rock Instinct",102,"GR1"
"Al Garland","Sense Greek",54,"less 60 min"
"Al Garland","Silverado Goldfinger",74,"GR1"
"Al Garland","Sleuth Orient",87,"GR1"
"Al Garland","Slipper Fidelity",156,"Gr2"
"Al Garland","Splash Gump",175,"Gr2"
"Al Garland","Splendor Patton",134,"Gr2"
"Al Garland","Vision Torque",59,"less 60 min"
"Al Garland","Voice Peach",139,"Gr2"
"Al Garland","Wasteland Divine",85,"GR1"
"Nick Degeneres","Angels Life",74,"GR1"
"Nick Degeneres","Ark Ridgemont",68,"GR1"
"Nick Degeneres","Barbarella Streetcar",65,"GR1"
"Nick Degeneres","Beauty Grease",175,"Gr2"
"Nick Degeneres","Betrayed Rear",122,"Gr2"
"Nick Degeneres","Boogie Amelie",121,"Gr2"
"Nick Degeneres","Chitty Lock",107,"GR1"
"Nick Degeneres","Driving Polish",175,"Gr2"
"Nick Degeneres","Extraordinary Conquerer",122,"Gr2"
"Nick Degeneres","Feathers Metal",104,"GR1"
"Nick Degeneres","Flying Hook",69,"GR1"
"Nick Degeneres","Gleaming Jawbreaker",89,"GR1"
"Nick Degeneres","Goldfinger Sensibility",93,"GR1"
"Nick Degeneres","Home Pity",185,"BGr3"
"Nick Degeneres","Mine Titans",166,"Gr2"
"Nick Degeneres","Newsies Story",159,"Gr2"
"Nick Degeneres","Pet Haunting",99,"GR1"
"Nick Degeneres","Random Go",73,"GR1"
"Nick Degeneres","Ship Wonderland",104,"GR1"
"Nick Degeneres","Super Wyoming",58,"less 60 min"
"Nick Degeneres","Virgin Daisy",179,"Gr2"
"Nick Degeneres","Zorro Ark",50,"less 60 min"
"Laurence Bullock","Alone Trip",82,"GR1"
"Laurence Bullock","Angels Life",74,"GR1"
"Laurence Bullock","Bedazzled Married",73,"GR1"
"Laurence Bullock","Bill Others",93,"GR1"
"Laurence Bullock","Bunch Minds",63,"GR1"
"Laurence Bullock","Caribbean Liberty",92,"GR1"
"Laurence Bullock","Crooked Frogmen",143,"Gr2"
"Laurence Bullock","Expecations Natural",138,"Gr2"
"Laurence Bullock","Fish Opus",125,"Gr2"
"Laurence Bullock","Frogmen Breaking",111,"GR1"
"Laurence Bullock","Frost Head",82,"GR1"
"Laurence Bullock","Kick Savannah",179,"Gr2"
"Laurence Bullock","Malkovich Pet",159,"Gr2"
"Laurence Bullock","Noon Papi",57,"less 60 min"
"Laurence Bullock","Northwest Polish",172,"Gr2"
"Laurence Bullock","Perfect Groove",82,"GR1"
"Laurence Bullock","Potluck Mixed",179,"Gr2"
"Laurence Bullock","Rear Trading",97,"GR1"
"Laurence Bullock","Road Roxanne",158,"Gr2"
"Laurence Bullock","Side Ark",52,"less 60 min"
"Laurence Bullock","Sinners Atlantis",126,"Gr2"
"Laurence Bullock","Sky Miracle",132,"Gr2"
"Laurence Bullock","Streetcar Intentions",73,"GR1"
"Laurence Bullock","Sundance Invasion",92,"GR1"
"Laurence Bullock","Tenenbaums Command",99,"GR1"
"Laurence Bullock","Unfaithful Kill",78,"GR1"
"Will Wilson","Apocalypse Flamingos",119,"GR1"
"Will Wilson","Barefoot Manchurian",129,"Gr2"
"Will Wilson","Bowfinger Gables",72,"GR1"
"Will Wilson","Campus Remember",167,"Gr2"
"Will Wilson","Crazy Home",136,"Gr2"
"Will Wilson","Cruelty Unforgiven",69,"GR1"
"Will Wilson","Dares Pluto",89,"GR1"
"Will Wilson","Divorce Shining",47,"less 60 min"
"Will Wilson","Donnie Alley",125,"Gr2"
"Will Wilson","Driving Polish",175,"Gr2"
"Will Wilson","Fatal Haunted",91,"GR1"
"Will Wilson","French Holiday",99,"GR1"
"Will Wilson","Gun Bonnie",100,"GR1"
"Will Wilson","Horn Working",95,"GR1"
"Will Wilson","Human Graffiti",68,"GR1"
"Will Wilson","Liberty Magnificent",138,"Gr2"
"Will Wilson","Mourning Purple",146,"Gr2"
"Will Wilson","Neighbors Charade",161,"Gr2"
"Will Wilson","Noon Papi",57,"less 60 min"
"Will Wilson","Pajama Jawbreaker",126,"Gr2"
"Will Wilson","Pickup Driving",77,"GR1"
"Will Wilson","Platoon Instinct",132,"Gr2"
"Will Wilson","Sleeping Suspects",129,"Gr2"
"Will Wilson","Sleuth Orient",87,"GR1"
"Will Wilson","Speed Suit",124,"Gr2"
"Will Wilson","Star Operation",181,"BGr3"
"Will Wilson","Theory Mermaid",184,"BGr3"
"Will Wilson","Ties Hunger",111,"GR1"
"Will Wilson","Titanic Boondock",104,"GR1"
"Will Wilson","Uprising Uptown",174,"Gr2"
"Will Wilson","Warlock Werewolf",83,"GR1"
"Kenneth Hoffman","Agent Truman",169,"Gr2"
"Kenneth Hoffman","Blackout Private",85,"GR1"
"Kenneth Hoffman","Brannigan Sunrise",121,"Gr2"
"Kenneth Hoffman","Doubtfire Labyrinth",154,"Gr2"
"Kenneth Hoffman","Dozen Lion",177,"Gr2"
"Kenneth Hoffman","Eve Resurrection",66,"GR1"
"Kenneth Hoffman","Family Sweet",155,"Gr2"
"Kenneth Hoffman","Flying Hook",69,"GR1"
"Kenneth Hoffman","Gangs Pride",185,"BGr3"
"Kenneth Hoffman","Graceland Dynamite",140,"Gr2"
"Kenneth Hoffman","Hanover Galaxy",47,"less 60 min"
"Kenneth Hoffman","Horror Reign",139,"Gr2"
"Kenneth Hoffman","Labyrinth League",46,"less 60 min"
"Kenneth Hoffman","Massage Image",161,"Gr2"
"Kenneth Hoffman","Metal Armageddon",161,"Gr2"
"Kenneth Hoffman","Odds Boogie",48,"less 60 min"
"Kenneth Hoffman","Order Betrayed",120,NULL
"Kenneth Hoffman","Personal Ladybugs",118,"GR1"
"Kenneth Hoffman","Prejudice Oleander",98,"GR1"
"Kenneth Hoffman","Resurrection Silverado",117,"GR1"
"Kenneth Hoffman","Secrets Paradise",109,"GR1"
"Kenneth Hoffman","Snatchers Montezuma",74,"GR1"
"Kenneth Hoffman","Stock Glass",160,"Gr2"
"Kenneth Hoffman","Storm Happiness",57,"less 60 min"
"Kenneth Hoffman","Tomatoes Hellfighters",68,"GR1"
"Kenneth Hoffman","Torque Bound",179,"Gr2"
"Kenneth Hoffman","Wake Jaws",73,"GR1"
"Kenneth Hoffman","Wrath Mile",176,"Gr2"
"Kenneth Hoffman","Zhivago Core",105,"GR1"
"Mena Hopper","Airplane Sierra",62,"GR1"
"Mena Hopper","Alien Center",46,"less 60 min"
"Mena Hopper","Anonymous Human",179,"Gr2"
"Mena Hopper","Apollo Teen",153,"Gr2"
"Mena Hopper","Bubble Grosse",60,NULL
"Mena Hopper","Chasing Fight",114,"GR1"
"Mena Hopper","Conspiracy Spirit",184,"BGr3"
"Mena Hopper","Core Suit",92,"GR1"
"Mena Hopper","Darn Forrester",185,"BGr3"
"Mena Hopper","Factory Dragon",144,"Gr2"
"Mena Hopper","Flatliners Killer",100,"GR1"
"Mena Hopper","Gilmore Boiled",163,"Gr2"
"Mena Hopper","Highball Potter",110,"GR1"
"Mena Hopper","Lambs Cincinatti",144,"Gr2"
"Mena Hopper","Lover Truman",75,"GR1"
"Mena Hopper","Purple Movie",88,"GR1"
"Mena Hopper","Saints Bride",125,"Gr2"
"Mena Hopper","Saturday Lambs",150,"Gr2"
"Mena Hopper","Superfly Trip",114,"GR1"
"Mena Hopper","Taxi Kick",64,"GR1"
"Mena Hopper","Theory Mermaid",184,"BGr3"
"Mena Hopper","United Pilot",164,"Gr2"
"Mena Hopper","Wrong Behavior",178,"Gr2"
"Mena Hopper","Young Language",183,"BGr3"
"Olympia Pfeiffer","Badman Dawn",162,"Gr2"
"Olympia Pfeiffer","Chitty Lock",107,"GR1"
"Olympia Pfeiffer","Color Philadelphia",149,"Gr2"
"Olympia Pfeiffer","Contact Anonymous",166,"Gr2"
"Olympia Pfeiffer","Deep Crusade",51,"less 60 min"
"Olympia Pfeiffer","Effect Gladiator",107,"GR1"
"Olympia Pfeiffer","Express Lonely",178,"Gr2"
"Olympia Pfeiffer","Firehouse Vietnam",103,"GR1"
"Olympia Pfeiffer","Fugitive Maguire",83,"GR1"
"Olympia Pfeiffer","Hanky October",107,"GR1"
"Olympia Pfeiffer","Ice Crossing",131,"Gr2"
"Olympia Pfeiffer","Idols Snatchers",84,"GR1"
"Olympia Pfeiffer","Intolerable Intentions",63,"GR1"
"Olympia Pfeiffer","Magnolia Forrester",171,"Gr2"
"Olympia Pfeiffer","Mars Roman",62,"GR1"
"Olympia Pfeiffer","Maude Mod",72,"GR1"
"Olympia Pfeiffer","Murder Antitrust",166,"Gr2"
"Olympia Pfeiffer","None Spiking",83,"GR1"
"Olympia Pfeiffer","Others Soup",118,"GR1"
"Olympia Pfeiffer","Psycho Shrunk",155,"Gr2"
"Olympia Pfeiffer","Santa Paris",154,"Gr2"
"Olympia Pfeiffer","Sense Greek",54,"less 60 min"
"Olympia Pfeiffer","Storm Happiness",57,"less 60 min"
"Olympia Pfeiffer","Sweet Brotherhood",185,"BGr3"
"Olympia Pfeiffer","Titanic Boondock",104,"GR1"
"Olympia Pfeiffer","Tourist Pelican",152,"Gr2"
"Olympia Pfeiffer","Traffic Hobbit",139,"Gr2"
"Olympia Pfeiffer","Wait Cider",112,"GR1"
"Groucho Williams","Basic Easy",90,"GR1"
"Groucho Williams","Brooklyn Desert",161,"Gr2"
"Groucho Williams","Chocolate Duck",132,"Gr2"
"Groucho Williams","Dawn Pond",57,"less 60 min"
"Groucho Williams","Fantasia Park",131,"Gr2"
"Groucho Williams","Gables Metropolis",161,"Gr2"
"Groucho Williams","Gone Trouble",84,"GR1"
"Groucho Williams","Groundhog Uncut",139,"Gr2"
"Groucho Williams","Hollywood Anonymous",69,"GR1"
"Groucho Williams","Jingle Sagebrush",124,"Gr2"
"Groucho Williams","Kane Exorcist",92,"GR1"
"Groucho Williams","Lonely Elephant",67,"GR1"
"Groucho Williams","Loverboy Attacks",162,"Gr2"
"Groucho Williams","Meet Chocolate",80,"GR1"
"Groucho Williams","Muscle Bright",185,"BGr3"
"Groucho Williams","Opposite Necklace",92,"GR1"
"Groucho Williams","Oz Liaisons",85,"GR1"
"Groucho Williams","Past Suicides",157,"Gr2"
"Groucho Williams","Peach Innocent",160,"Gr2"
"Groucho Williams","Rage Games",120,NULL
"Groucho Williams","Roots Remember",89,"GR1"
"Groucho Williams","Saints Bride",125,"Gr2"
"Groucho Williams","Scorpion Apollo",137,"Gr2"
"Groucho Williams","Splendor Patton",134,"Gr2"
"Groucho Williams","Warlock Werewolf",83,"GR1"
"Alan Dreyfuss","Badman Dawn",162,"Gr2"
"Alan Dreyfuss","Barbarella Streetcar",65,"GR1"
"Alan Dreyfuss","Birch Antitrust",162,"Gr2"
"Alan Dreyfuss","Blanket Beverly",148,"Gr2"
"Alan Dreyfuss","Bulworth Commandments",61,"GR1"
"Alan Dreyfuss","Clash Freddy",81,"GR1"
"Alan Dreyfuss","Clueless Bucket",95,"GR1"
